1776505047.410239 server started (1757): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1776505047.410269 on Linux 6.8.0-110-generic #110-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 19 15:09:20 UTC 2026
1776505047.410275 using libevent 2.1.12-stable poll
1776505047.410277 using ncurses 6.4 20240113
1776505047.483289 cmd_find_best_session: 0 sessions to try
1776505047.483291 cmd_find_current_client: no target, return (nil)
1776505047.483292 cmd_find_best_session: 0 sessions to try
1776505047.483294 cmd_find_current_client: no target, return (nil)
1776505047.483295 cmd_find_best_session: 0 sessions to try
1776505047.483297 cmd_find_best_session: 0 sessions to try
1776505047.483304 key_bindings_add: 0x2f / = command-prompt -T search -p "(search down)" { send-keys -X search-forward "%%" }
1776505047.483306 cmd_find_best_session: 0 sessions to try
1776505047.483308 cmdq_next <global>: [bind-key/0x5ff2b06468a0] (0), flags 0
1776505047.483309 cmd_find_best_session: 0 sessions to try
1776505047.483311 cmd_find_current_client: no target, return (nil)
1776505047.483313 cmd_find_best_session: 0 sessions to try
1776505047.483317 cmd_find_current_client: no target, return (nil)
1776505047.483319 cmd_find_best_session: 0 sessions to try
1776505047.483320 cmd_find_best_session: 0 sessions to try
1776505047.483324 key_bindings_add: 0x30 0 = send-keys -X start-of-line
1776505047.483325 cmd_find_best_session: 0 sessions to try
1776505047.483327 cmdq_next <global>: [bind-key/0x5ff2b0647d40] (0), flags 0
1776505047.483329 cmd_find_best_session: 0 sessions to try
1776505047.483330 cmd_find_current_client: no target, return (nil)
1776505047.483332 cmd_find_best_session: 0 sessions to try
1776505047.483334 cmd_find_current_client: no target, return (nil)
1776505047.483335 cmd_find_best_session: 0 sessions to try
1776505047.483337 cmd_find_best_session: 0 sessions to try
1776505047.483343 key_bindings_add: 0x31 1 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1776505047.483345 cmd_find_best_session: 0 sessions to try
1776505047.483346 cmdq_next <global>: [bind-key/0x5ff2b06475b0] (0), flags 0
1776505047.483348 cmd_find_best_session: 0 sessions to try
1776505047.483349 cmd_find_current_client: no target, return (nil)
1776505047.483351 cmd_find_best_session: 0 sessions to try
1776505047.483352 cmd_find_current_client: no target, return (nil)
1776505047.483354 cmd_find_best_session: 0 sessions to try
1776505047.483356 cmd_find_best_session: 0 sessions to try
1776505047.483361 key_bindings_add: 0x32 2 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1776505047.483363 cmd_find_best_session: 0 sessions to try
1776505047.483365 cmdq_next <global>: [bind-key/0x5ff2b0648680] (0), flags 0
1776505047.483366 cmd_find_best_session: 0 sessions to try
1776505047.483368 cmd_find_current_client: no target, return (nil)
1776505047.483369 cmd_find_best_session: 0 sessions to try
1776505047.483371 cmd_find_current_client: no target, return (nil)
1776505047.483372 cmd_find_best_session: 0 sessions to try
1776505047.483373 cmd_find_best_session: 0 sessions to try
1776505047.483378 key_bindings_add: 0x33 3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1776505047.483380 cmd_find_best_session: 0 sessions to try
1776505047.483382 cmdq_next <global>: [bind-key/0x5ff2b06488d0] (0), flags 0
1776505047.483383 cmd_find_best_session: 0 sessions to try
1776505047.483385 cmd_find_current_client: no target, return (nil)
1776505047.483386 cmd_find_best_session: 0 sessions to try
1776505047.483388 cmd_find_current_client: no target, return (nil)
1776505047.483389 cmd_find_best_session: 0 sessions to try
1776505047.483391 cmd_find_best_session: 0 sessions to try
1776505047.483395 key_bindings_add: 0x34 4 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1776505047.483397 cmd_find_best_session: 0 sessions to try
1776505047.483399 cmdq_next <global>: [bind-key/0x5ff2b0647980] (0), flags 0
1776505047.483400 cmd_find_best_session: 0 sessions to try
1776505047.483402 cmd_find_current_client: no target, return (nil)
1776505047.483403 cmd_find_best_session: 0 sessions to try
1776505047.483405 cmd_find_current_client: no target, return (nil)
1776505047.483406 cmd_find_best_session: 0 sessions to try
1776505047.483408 cmd_find_best_session: 0 sessions to try
1776505047.483412 key_bindings_add: 0x35 5 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1776505047.483414 cmd_find_best_session: 0 sessions to try
1776505047.483416 cmdq_next <global>: [bind-key/0x5ff2b0647720] (0), flags 0
1776505047.483417 cmd_find_best_session: 0 sessions to try
1776505047.483419 cmd_find_current_client: no target, return (nil)
1776505047.483420 cmd_find_best_session: 0 sessions to try
1776505047.483422 cmd_find_current_client: no target, return (nil)
1776505047.483423 cmd_find_best_session: 0 sessions to try
1776505047.483425 cmd_find_best_session: 0 sessions to try
1776505047.483429 key_bindings_add: 0x36 6 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1776505047.483431 cmd_find_best_session: 0 sessions to try
1776505047.483433 cmdq_next <global>: [bind-key/0x5ff2b064a2f0] (0), flags 0
1776505047.483434 cmd_find_best_session: 0 sessions to try
1776505047.483438 cmd_find_current_client: no target, return (nil)
1776505047.483439 cmd_find_best_session: 0 sessions to try
1776505047.483441 cmd_find_current_client: no target, return (nil)
1776505047.483443 cmd_find_best_session: 0 sessions to try
1776505047.483444 cmd_find_best_session: 0 sessions to try
1776505047.483449 key_bindings_add: 0x37 7 = command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1776505047.483450 cmd_find_best_session: 0 sessions to try
1776505047.483452 cmdq_next <global>: [bind-key/0x5ff2b064ab90] (0), flags 0
1776505047.483454 cmd_find_best_session: 0 sessions to try
1776505047.483508 cmd_find_current_client: no target, return (nil)
1776505047.483516 cmd_find_best_session: 0 sessions to try
1776505047.483518 cmd_find_current_client: no target, return (nil)
1776505047.483520 cmd_find_best_session: 0 sessions to try
1776505047.483522 cmd_find_best_session: 0 sessions to try
1776505047.483534 key_bindings_add: 0x38 8 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1776505047.483536 cmd_find_best_session: 0 sessions to try
1776505047.483539 cmdq_next <global>: [bind-key/0x5ff2b0647170] (0), flags 0
1776505047.483541 cmd_find_best_session: 0 sessions to try
1776505047.483543 cmd_find_current_client: no target, return (nil)
1776505047.483544 cmd_find_best_session: 0 sessions to try
1776505047.483546 cmd_find_current_client: no target, return (nil)
1776505047.483547 cmd_find_best_session: 0 sessions to try
1776505047.483549 cmd_find_best_session: 0 sessions to try
1776505047.483555 key_bindings_add: 0x39 9 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1776505047.483557 cmd_find_best_session: 0 sessions to try
1776505047.483560 cmdq_next <global>: [bind-key/0x5ff2b064a1a0] (0), flags 0
1776505047.483562 cmd_find_best_session: 0 sessions to try
1776505047.483565 cmd_find_current_client: no target, return (nil)
1776505047.483567 cmd_find_best_session: 0 sessions to try
1776505047.483569 cmd_find_current_client: no target, return (nil)
1776505047.483571 cmd_find_best_session: 0 sessions to try
1776505047.483573 cmd_find_best_session: 0 sessions to try
1776505047.483581 key_bindings_add: 0x3a : = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1776505047.483583 cmd_find_best_session: 0 sessions to try
1776505047.483586 cmdq_next <global>: [bind-key/0x5ff2b064b960] (0), flags 0
1776505047.483588 cmd_find_best_session: 0 sessions to try
1776505047.483590 cmd_find_current_client: no target, return (nil)
1776505047.483592 cmd_find_best_session: 0 sessions to try
1776505047.483594 cmd_find_current_client: no target, return (nil)
1776505047.483597 cmd_find_best_session: 0 sessions to try
1776505047.483599 cmd_find_best_session: 0 sessions to try
1776505047.483603 key_bindings_add: 0x3b ; = send-keys -X jump-again
1776505047.483605 cmd_find_best_session: 0 sessions to try
1776505047.483607 cmdq_next <global>: [bind-key/0x5ff2b064c410] (0), flags 0
1776505047.483608 cmd_find_best_session: 0 sessions to try
1776505047.483610 cmd_find_current_client: no target, return (nil)
1776505047.483612 cmd_find_best_session: 0 sessions to try
1776505047.483613 cmd_find_current_client: no target, return (nil)
1776505047.483615 cmd_find_best_session: 0 sessions to try
1776505047.483616 cmd_find_best_session: 0 sessions to try
1776505047.483623 key_bindings_add: 0x3f ? = command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" }
1776505047.483625 cmd_find_best_session: 0 sessions to try
1776505047.483627 cmdq_next <global>: [bind-key/0x5ff2b064af40] (0), flags 0
1776505047.483628 cmd_find_best_session: 0 sessions to try
1776505047.483630 cmd_find_current_client: no target, return (nil)
1776505047.483631 cmd_find_best_session: 0 sessions to try
1776505047.483633 cmd_find_current_client: no target, return (nil)
1776505047.483634 cmd_find_best_session: 0 sessions to try
1776505047.483636 cmd_find_best_session: 0 sessions to try
1776505047.483640 key_bindings_add: 0x41 A = send-keys -X append-selection-and-cancel
1776505047.483652 cmd_find_best_session: 0 sessions to try
1776505047.483654 cmdq_next <global>: [bind-key/0x5ff2b064cb70] (0), flags 0
1776505047.483655 cmd_find_best_session: 0 sessions to try
1776505047.483657 cmd_find_current_client: no target, return (nil)
1776505047.483658 cmd_find_best_session: 0 sessions to try
1776505047.483660 cmd_find_current_client: no target, return (nil)
1776505047.483662 cmd_find_best_session: 0 sessions to try
1776505047.483663 cmd_find_best_session: 0 sessions to try
1776505047.483667 key_bindings_add: 0x42 B = send-keys -X previous-space
1776505047.483668 cmd_find_best_session: 0 sessions to try
1776505047.483670 cmdq_next <global>: [bind-key/0x5ff2b064ce40] (0), flags 0
1776505047.483672 cmd_find_best_session: 0 sessions to try
1776505047.483673 cmd_find_current_client: no target, return (nil)
1776505047.483675 cmd_find_best_session: 0 sessions to try
1776505047.483676 cmd_find_current_client: no target, return (nil)
1776505047.483678 cmd_find_best_session: 0 sessions to try
1776505047.483680 cmd_find_best_session: 0 sessions to try
1776505047.483683 key_bindings_add: 0x44 D = send-keys -X copy-pipe-end-of-line-and-cancel
1776505047.483685 cmd_find_best_session: 0 sessions to try
1776505047.483687 cmdq_next <global>: [bind-key/0x5ff2b064ca60] (0), flags 0
1776505047.483688 cmd_find_best_session: 0 sessions to try
1776505047.483690 cmd_find_current_client: no target, return (nil)
1776505047.483691 cmd_find_best_session: 0 sessions to try
1776505047.483693 cmd_find_current_client: no target, return (nil)
1776505047.483695 cmd_find_best_session: 0 sessions to try
1776505047.483696 cmd_find_best_session: 0 sessions to try
1776505047.483990 key_bindings_add: 0x45 E = send-keys -X next-space-end
1776505047.484008 cmd_find_best_session: 0 sessions to try
1776505047.484013 cmdq_next <global>: [bind-key/0x5ff2b064d700] (0), flags 0
1776505047.484015 cmd_find_best_session: 0 sessions to try
1776505047.484017 cmd_find_current_client: no target, return (nil)
1776505047.484019 cmd_find_best_session: 0 sessions to try
1776505047.484021 cmd_find_current_client: no target, return (nil)
1776505047.484022 cmd_find_best_session: 0 sessions to try
1776505047.484024 cmd_find_best_session: 0 sessions to try
1776505047.484037 key_bindings_add: 0x46 F = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1776505047.484039 cmd_find_best_session: 0 sessions to try
1776505047.484042 cmdq_next <global>: [bind-key/0x5ff2b064e1f0] (0), flags 0
1776505047.484043 cmd_find_best_session: 0 sessions to try
1776505047.484045 cmd_find_current_client: no target, return (nil)
1776505047.484047 cmd_find_best_session: 0 sessions to try
1776505047.484048 cmd_find_current_client: no target, return (nil)
1776505047.484050 cmd_find_best_session: 0 sessions to try
1776505047.484051 cmd_find_best_session: 0 sessions to try
1776505047.484055 key_bindings_add: 0x47 G = send-keys -X history-bottom
1776505047.484057 cmd_find_best_session: 0 sessions to try
1776505047.484059 cmdq_next <global>: [bind-key/0x5ff2b064e4e0] (0), flags 0
1776505047.484061 cmd_find_best_session: 0 sessions to try
1776505047.484063 cmd_find_current_client: no target, return (nil)
1776505047.484064 cmd_find_best_session: 0 sessions to try
1776505047.484065 cmd_find_current_client: no target, return (nil)
1776505047.484067 cmd_find_best_session: 0 sessions to try
1776505047.484068 cmd_find_best_session: 0 sessions to try
1776505047.484072 key_bindings_add: 0x48 H = send-keys -X top-line
1776505047.484074 cmd_find_best_session: 0 sessions to try
1776505047.484076 cmdq_next <global>: [bind-key/0x5ff2b064e7c0] (0), flags 0
1776505047.484077 cmd_find_best_session: 0 sessions to try
1776505047.484079 cmd_find_current_client: no target, return (nil)
1776505047.484080 cmd_find_best_session: 0 sessions to try
1776505047.484082 cmd_find_current_client: no target, return (nil)
1776505047.484084 cmd_find_best_session: 0 sessions to try
1776505047.484085 cmd_find_best_session: 0 sessions to try
1776505047.484088 key_bindings_add: 0x4a J = send-keys -X scroll-down
1776505047.484101 cmd_find_best_session: 0 sessions to try
1776505047.484104 cmdq_next <global>: [bind-key/0x5ff2b064eda0] (0), flags 0
1776505047.484105 cmd_find_best_session: 0 sessions to try
1776505047.484107 cmd_find_current_client: no target, return (nil)
1776505047.484108 cmd_find_best_session: 0 sessions to try
1776505047.484110 cmd_find_current_client: no target, return (nil)
1776505047.484111 cmd_find_best_session: 0 sessions to try
1776505047.484113 cmd_find_best_session: 0 sessions to try
1776505047.484116 key_bindings_add: 0x4b K = send-keys -X scroll-up
1776505047.484118 cmd_find_best_session: 0 sessions to try
1776505047.484120 cmdq_next <global>: [bind-key/0x5ff2b064f0a0] (0), flags 0
1776505047.484122 cmd_find_best_session: 0 sessions to try
1776505047.484123 cmd_find_current_client: no target, return (nil)
1776505047.484125 cmd_find_best_session: 0 sessions to try
1776505047.484126 cmd_find_current_client: no target, return (nil)
1776505047.484128 cmd_find_best_session: 0 sessions to try
1776505047.484129 cmd_find_best_session: 0 sessions to try
1776505047.484132 key_bindings_add: 0x4c L = send-keys -X bottom-line
1776505047.484134 cmd_find_best_session: 0 sessions to try
1776505047.484136 cmdq_next <global>: [bind-key/0x5ff2b064f6b0] (0), flags 0
1776505047.484137 cmd_find_best_session: 0 sessions to try
1776505047.484139 cmd_find_current_client: no target, return (nil)
1776505047.484140 cmd_find_best_session: 0 sessions to try
1776505047.484142 cmd_find_current_client: no target, return (nil)
1776505047.484143 cmd_find_best_session: 0 sessions to try
1776505047.484145 cmd_find_best_session: 0 sessions to try
1776505047.484148 key_bindings_add: 0x4d M = send-keys -X middle-line
1776505047.484150 cmd_find_best_session: 0 sessions to try
1776505047.484152 cmdq_next <global>: [bind-key/0x5ff2b064fde0] (0), flags 0
1776505047.484153 cmd_find_best_session: 0 sessions to try
1776505047.484155 cmd_find_current_client: no target, return (nil)
1776505047.484157 cmd_find_best_session: 0 sessions to try
1776505047.484843 cmd_find_current_client: no target, return (nil)
1776505047.484869 cmd_find_best_session: 0 sessions to try
1776505047.484872 cmd_find_best_session: 0 sessions to try
1776505047.484889 key_bindings_add: 0x4e N = send-keys -X search-reverse
1776505047.484891 cmd_find_best_session: 0 sessions to try
